date,open,high,low,close,volume
2023-02-06,55069854.896865346,56971010.65561095,55069854.896865346,56026147.52130078,900.909106365098
2023-02-07,56026147.52130078,57243920.08593159,56026147.52130078,56774829.713361844,382.91314836691436
2023-02-08,56774829.713361844,56774829.713361844,55768760.358058885,56161082.78156715,461.4954706084387
2023-02-09,56161082.78156715,56663628.733516805,56161082.78156715,56562254.114189625,341.2765943384959
2023-02-10,56562254.114189625,56979668.81083441,56402388.428554066,56835659.997237846,645.6694583734441
2023-02-11,56835659.997237846,57317431.03015143,56734643.24417129,57226335.3618102,944.9248187863345
2023-02-12,57226335.3618102,58485485.866219975,57226335.3618102,58366774.71003064,410.17679786045596
2023-02-13,58366774.71003064,59366456.64181921,58366774.71003064,58773702.66723566,601.3016036933052
2023-02-14,58773702.66723566,60140803.49245133,58773702.66723566,59718682.20175856,366.66966740813655
2023-02-15,59718682.20175856,60345953.15870642,59686410.689506784,59948693.5667489,252.81997639543675
2023-02-16,59948693.5667489,60677948.90272351,59694630.14461368,60445211.90539114,275.6669768367901
2023-02-17,60445211.90539114,61700978.03982482,60445211.90539114,61359491.9468384,152.15081008431696
2023-02-18,61359491.9468384,61359491.9468384,59659197.08605122,59724683.860831045,954.3641707083317
2023-02-19,59724683.860831045,60702859.19221557,58037489.822246246,59492150.32375617,462.59164765686666
2023-02-20,59492150.32375617,59492150.32375617,58267476.31665386,59081211.08641814,850.7088028018974
2023-02-21,59081211.08641814,59081211.08641814,57613254.76786646,58474000.57392415,713.196525420722
2023-02-22,58474000.57392415,58737706.8271658,58211056.46406109,58298412.21223616,272.72904526997684
2023-02-23,58298412.21223616,60543451.541793495,58298412.21223616,59924869.48372056,257.91602192117904
2023-02-24,59924869.48372056,59924869.48372056,58697773.51168286,58767323.412695885,830.7893813594903
2023-02-25,58767323.412695885,60319244.126310095,58767323.412695885,59787851.3102263,338.2405395575836
2023-02-26,59787851.3102263,59787851.3102263,57567363.61287953,57655972.254009046,921.9566653317781
2023-02-27,57655972.254009046,57655972.254009046,56323442.789574765,57154497.86955817,226.04986422054156
2023-02-28,57154497.86955817,57255496.94026611,56965009.039973855,57226230.26807521,709.9377530090226
2023-03-01,57226230.26807521,58225070.82409876,57128487.71562724,57782723.68999214,833.0264884278405
2023-03-02,57782723.68999214,59015600.185044564,57782723.68999214,58489090.421435125,311.7307495740805
2023-03-03,58489090.421435125,59738628.26784838,58489090.421435125,59300155.404096335,348.58662711090943
2023-03-04,59300155.404096335,59300155.404096335,58137995.48468234,58767966.0737354,968.0669975252815
2023-03-05,58767966.0737354,58767966.0737354,57842600.01612873,58107000.65227909,338.13784481154244
2023-03-06,58107000.65227909,59311380.72786005,58107000.65227909,58987874.752811514,486.961344910043
2023-03-07,58987874.752811514,58987874.752811514,58598841.374516234,58644206.292190135,489.2640339181295
2023-03-08,58644206.292190135,58644206.292190135,56918400.37750595,57030685.64140666,327.7312749367152
2023-03-09,57030685.64140666,57030685.64140666,55003987.00178445,55623981.33325869,798.2119777933815
2023-03-10,55623981.33325869,55623981.33325869,54364920.185524,54489861.43472466,794.6644089062397
2023-03-11,54489861.43472466,55416822.65649785,54047880.721248895,54922686.11294069,440.4862128014071
2023-03-12,54922686.11294069,55073644.38356271,54467486.283547394,54969288.82064697,851.6132119726603
2023-03-13,54969288.82064697,56427609.88241561,54969288.82064697,55618460.02008924,291.76744095910215
2023-03-14,55618460.02008924,55767289.821109906,54306081.59461822,55031960.41547415,103.87519810091078
2023-03-15,55031960.41547415,55783966.90414209,53548617.68070042,55096391.4947155,614.050625850167
2023-03-16,55096391.4947155,55816144.60221926,55096391.4947155,55675554.17695322,994.6699952071407
2023-03-17,55675554.17695322,55675554.17695322,54427173.22069504,55219742.26796637,134.77987884419613
2023-03-18,55219742.26796637,56954011.29185228,55219742.26796637,55613763.00127663,287.19826633761454
2023-03-19,55613763.00127663,55613763.00127663,54683458.89976034,54766291.627056524,567.0231782383757
2023-03-20,54766291.627056524,54766291.627056524,54024374.94479874,54259096.78705627,828.9466628003836
2023-03-21,54259096.78705627,54312448.395758115,53703051.884740666,53736323.526727304,180.1378045675479
2023-03-22,53736323.526727304,53736323.526727304,52285865.205419965,52343650.358044654,455.71118838300487
2023-03-23,52343650.358044654,53802310.58420169,52343650.358044654,52748761.402693175,772.3682205668977
2023-03-24,52748761.402693175,52761637.74223432,51418969.03010506,52148056.038983405,434.38888756572544
2023-03-25,52148056.038983405,52492747.37932643,51253229.06445613,52056790.80697682,269.9527784280751
2023-03-26,52056790.80697682,52576699.99347216,52056790.80697682,52453199.79043922,275.94624465692857
2023-03-27,52453199.79043922,53667672.0878596,52453199.79043922,52816733.1706375,469.04390822349484
2023-03-28,52816733.1706375,54066887.69651325,52816733.1706375,53413969.05942285,531.475367325302
2023-03-29,53413969.05942285,53413969.05942285,53197405.951186605,53201931.10885623,875.6329760344125
2023-03-30,53201931.10885623,53603946.48669911,52226628.44357937,52645121.49392116,678.0271767111942
2023-03-31,52645121.49392116,53322340.80982338,52361284.23103455,52455895.75296441,721.3617590639514
2023-04-01,52455895.75296441,52455895.75296441,50248933.5317917,50580771.17809668,984.6884543823163
2023-04-02,50580771.17809668,50580771.17809668,48414612.40574435,49015688.33900845,470.6590962708764
2023-04-03,49015688.33900845,49015688.33900845,46868972.452716,47620996.32302462,463.0189629242155
2023-04-04,47620996.32302462,47620996.32302462,46345612.087123886,46575956.580171406,931.012270953231
2023-04-05,46575956.580171406,46968432.15741879,46398990.002412066,46855202.00752591,321.28802830455277
2023-04-06,46855202.00752591,46855202.00752591,45342742.88216059,45912963.52246127,756.8337216725799
2023-04-07,45912963.52246127,45912963.52246127,44959986.24593794,45473886.324432924,779.1158243963212
2023-04-08,45473886.324432924,46833486.1789771,45473886.324432924,46564557.75024426,188.00919770089877
2023-04-09,46564557.75024426,46727668.54767464,45863567.95733054,46139643.14964735,521.4082651242256
2023-04-10,46139643.14964735,47021196.68098599,46139643.14964735,46727937.96627566,280.5062241893986
2023-04-11,46727937.96627566,46727937.96627566,45259798.265371844,45761961.50962871,266.8377455222371
2023-04-12,45761961.50962871,45761961.50962871,45163707.273583926,45482413.07429404,517.4452994165886
2023-04-13,45482413.07429404,45482413.07429404,43923555.49379049,44527262.3375228,360.4867367572585
2023-04-14,44527262.3375228,44527262.3375228,43785576.850261964,44136283.518613316,816.4544028632838
2023-04-15,44136283.518613316,45544747.71951701,44136283.518613316,44789772.515532434,916.8444022514342
2023-04-16,44789772.515532434,44789772.515532434,42790288.10323088,43152867.194177,822.4485447595291
2023-04-17,43152867.194177,43890812.84566593,42795345.93729889,43441493.975707546,339.4277853594987
2023-04-18,43441493.975707546,43663651.792443976,43441493.975707546,43561162.78248671,346.72095431974753
2023-04-19,43561162.78248671,43567988.302716725,42461438.54007027,42956403.19817543,329.25551510572063
2023-04-20,42956403.19817543,42956403.19817543,41528051.970327295,41628141.5069591,221.53428645061246
2023-04-21,41628141.5069591,41940522.54160964,41562487.51350415,41604937.57102399,949.41853129334
2023-04-22,41604937.57102399,41608058.377743624,41048688.010635294,41081137.47378371,461.84301834136244
2023-04-23,41081137.47378371,41484170.83278805,40723182.60860592,41190147.26734697,302.2205270912864
2023-04-24,41190147.26734697,41225147.00204303,40977193.59480174,41125768.83465664,862.0039454574191
2023-04-25,41125768.83465664,42621091.80909822,41125768.83465664,42361005.06516126,459.2757723920114
2023-04-26,42361005.06516126,42684057.8333364,41657546.15036045,42073496.15607574,131.6051299986999
2023-04-27,42073496.15607574,42073496.15607574,40942899.836246274,41128106.807332,245.74741322466807
2023-04-28,41128106.807332,41206542.15854683,41128106.807332,41193315.942966044,675.325306320553
2023-04-29,41193315.942966044,41403217.38651262,40982562.91718196,41292177.16926519,804.6147467545516
2023-04-30,41292177.16926519,42594386.509601764,41292177.16926519,42332069.098188505,289.8409496398416
2023-05-01,42332069.098188505,43156818.677933656,42332069.098188505,42954444.69932673,925.656030339528
2023-05-02,42954444.69932673,43405438.46325117,42954444.69932673,43175119.773428634,865.897408046948
2023-05-03,43175119.773428634,44534906.293756634,43175119.773428634,44352335.08574596,863.5426786549729
2023-05-04,44352335.08574596,44352335.08574596,43166604.39611825,43209142.06911683,304.89503211929275
2023-05-05,43209142.06911683,43209142.06911683,42466035.25135201,42569861.487628214,145.48238978505194
2023-05-06,42569861.487628214,42701866.542810455,40821287.83048483,41695837.574984916,880.6811855343253
2023-05-07,41695837.574984916,41952490.60504621,40918182.21473386,41287376.97508455,375.22020586471064
2023-05-08,41287376.97508455,41287376.97508455,39962598.74393918,40068007.022123694,657.0247430561733
2023-05-09,40068007.022123694,40660976.96948425,40068007.022123694,40496855.660020806,783.970195330657
2023-05-10,40496855.660020806,41015179.28233947,39679933.39134161,40235875.53892498,215.46393266000814
2023-05-11,40235875.53892498,40235875.53892498,38907540.954415604,38971820.2076976,802.7545190671432
2023-05-12,38971820.2076976,38971820.2076976,37611370.40218603,38102297.26009183,944.6603130649593
2023-05-13,38102297.26009183,38337678.98833073,38102297.26009183,38265004.62178569,755.5374691717682
2023-05-14,38265004.62178569,39378293.46507032,38265004.62178569,38944687.96628987,497.10047363250226
2023-05-15,38944687.96628987,40773821.445482045,38944687.96628987,40538873.884847924,889.0103248765325
2023-05-16,40538873.884847924,43167140.28763363,40538873.884847924,42941906.81927803,574.7118670653031
2023-05-17,42941906.81927803,43988446.09489343,42595820.54545569,43340759.35147266,770.2938350350787
2023-05-18,43340759.35147266,43340759.35147266,41539907.584140085,42526353.440235935,838.4553494727437
2023-05-19,42526353.440235935,42526353.440235935,39939776.40943722,40755516.719969764,774.4175755291053
2023-05-20,40755516.719969764,41085015.26381607,40755516.719969764,41014486.616283365,359.06938844333854
2023-05-21,41014486.616283365,41014486.616283365,40382786.25348068,40388653.869431004,206.05951081524796
2023-05-22,40388653.869431004,40388653.869431004,39816840.89949116,40093528.11102938,314.5046764258541
2023-05-23,40093528.11102938,40093528.11102938,39455254.22662558,39642799.23474489,552.587443282318
2023-05-24,39642799.23474489,40255655.99873934,39418765.897236094,39570815.1370939,554.7492300637863
2023-05-25,39570815.1370939,40520522.73327765,39570815.1370939,40454020.08527688,624.3799143830838
2023-05-26,40454020.08527688,40780151.489001445,40203057.795689166,40621539.02339811,455.5916537931018
2023-05-27,40621539.02339811,41282264.83800441,40458676.060487255,40533280.737956755,808.2022433050249
2023-05-28,40533280.737956755,40533280.737956755,39351740.41284424,39734245.132482566,921.8383753124871
2023-05-29,39734245.132482566,39734245.132482566,38338320.74042768,38443134.12473363,322.05254813152413
2023-05-30,38443134.12473363,38528283.154067166,37893705.13813908,38107673.25536986,762.8708959316992
2023-05-31,38107673.25536986,38328564.24560233,37838888.727481134,38104790.37115672,710.1746672905402
2023-06-01,38104790.37115672,39616359.026130736,38104790.37115672,39490227.13648505,570.7814493513835
2023-06-02,39490227.13648505,39977034.86827703,39490227.13648505,39632608.77248275,269.67721048674423
2023-06-03,39632608.77248275,40522970.87096635,39632608.77248275,40451211.992567986,815.7090327244385
2023-06-04,40451211.992567986,40573792.13041798,39105222.18245466,40087720.96249128,964.5636570659494
2023-06-05,40087720.96249128,40087720.96249128,38622357.670858845,39177774.782166384,749.652699010252
2023-06-06,39177774.782166384,39177774.782166384,38004174.06220042,38460730.01396388,926.0739969631607
2023-06-07,38460730.01396388,38460730.01396388,37803510.32281542,37941336.26663385,985.7667384531998
2023-06-08,37941336.26663385,39951726.48607759,37941336.26663385,39594417.31993398,416.8456068153144
2023-06-09,39594417.31993398,39594417.31993398,38395955.92144188,38983565.19808901,674.4011976337032
2023-06-10,38983565.19808901,39708665.73808935,38983565.19808901,39676294.73412209,526.5394638742702
2023-06-11,39676294.73412209,39676294.73412209,38663751.19741133,38999474.93203161,987.965872176907
2023-06-12,38999474.93203161,40407559.59237999,38787894.63364157,39765091.57422256,184.42704160695243
2023-06-13,39765091.57422256,40304370.74534956,39388312.00162193,40111008.87417248,471.13742286750215
2023-06-14,40111008.87417248,40234682.37304875,39860657.195095584,40025461.80098674,887.9851400745125
2023-06-15,40025461.80098674,41059596.90567876,39887303.707324,40032856.48413281,355.64617947386387
2023-06-16,40032856.48413281,40032856.48413281,39094134.47964679,39548628.90384292,809.0135655749855
2023-06-17,39548628.90384292,40049795.63882718,39178881.88310396,39941008.41196146,444.5048465022301
2023-06-18,39941008.41196146,39941008.41196146,39571194.43286559,39617499.440061525,981.9806859011425
2023-06-19,39617499.440061525,39617499.440061525,38299979.12598174,38686008.22630588,895.1768527813367
2023-06-20,38686008.22630588,38686008.22630588,37703909.028600514,37735928.1642755,371.1883218963538
2023-06-21,37735928.1642755,38036336.97613427,37297378.66252403,37903919.39774345,793.1738021840696
2023-06-22,37903919.39774345,40071422.55486227,37903919.39774345,39138898.27123444,403.1708894499418
2023-06-23,39138898.27123444,39468422.96007227,39138898.27123444,39303275.0792637,645.7265561939815
2023-06-24,39303275.0792637,39401491.7089166,39105586.07897141,39249320.85902216,692.6326915539628
2023-06-25,39249320.85902216,39578897.9497061,39249320.85902216,39512939.8171443,846.6358681771344
2023-06-26,39512939.8171443,40916016.78556821,39512939.8171443,40584532.12138439,122.00575679381339
2023-06-27,40584532.12138439,41058242.06290621,40454448.3570237,40803187.376975186,298.14210203706966
2023-06-28,40803187.376975186,41015704.62289015,40184492.81097408,40508647.74839195,740.7260295297209
2023-06-29,40508647.74839195,41661506.17515318,40508647.74839195,41445441.589417115,607.1709132725836
2023-06-30,41445441.589417115,42024471.47411072,41445441.589417115,41842287.02953347,546.0445703810287
2023-07-01,41842287.02953347,43376145.75888084,41842287.02953347,43169320.17705144,149.68896103718242
2023-07-02,43169320.17705144,43713667.79479654,43169320.17705144,43370691.61898637,413.4482951153106
2023-07-03,43370691.61898637,43370691.61898637,42197202.298933,42351940.935170375,878.5902087195835
2023-07-04,42351940.935170375,42351940.935170375,40982650.14297595,41235408.924178295,127.80355333242896
2023-07-05,41235408.924178295,42819293.87948279,41235408.924178295,42638178.100900546,456.7926118283309
2023-07-06,42638178.100900546,44289362.87784082,42638178.100900546,44150695.598784946,950.6334589036953
2023-07-07,44150695.598784946,44150695.598784946,43592657.58050049,44036328.33158825,145.79266109051315
2023-07-08,44036328.33158825,44159337.10661528,43630613.50043804,43742881.40619892,774.7351759401731
2023-07-09,43742881.40619892,46079947.46339951,43742881.40619892,45065179.97475145,331.85135456383284
2023-07-10,45065179.97475145,45065179.97475145,43259417.0017185,44112460.89669497,879.9479489383052
2023-07-11,44112460.89669497,44112460.89669497,42516993.8446181,43367201.144853555,771.4611810634285
2023-07-12,43367201.144853555,44988780.98235019,43367201.144853555,43968553.99614148,897.1346537725266
2023-07-13,43968553.99614148,44086295.93757839,43260942.732665665,43665518.2171055,294.3323113881394
2023-07-14,43665518.2171055,44104677.08942777,43055731.29532719,43704710.756031185,578.1634793367444
2023-07-15,43704710.756031185,43704710.756031185,43144081.691605955,43605550.97468439,801.3429492173207
2023-07-16,43605550.97468439,44432635.83292531,43362387.3662334,43943559.00956723,321.1297686954829
2023-07-17,43943559.00956723,45335325.26196607,43943559.00956723,45224497.813127495,307.6716747404953
2023-07-18,45224497.813127495,45819146.53616498,45161075.68003487,45351655.449422225,124.46392014782653
2023-07-19,45351655.449422225,46007269.22421343,45351655.449422225,45981080.91053581,962.663764577907
2023-07-20,45981080.91053581,45981080.91053581,43854509.69863237,44141679.40628573,739.015192049161
2023-07-21,44141679.40628573,44573626.4982223,43845194.512441844,44142810.8441083,672.0043186091664
2023-07-22,44142810.8441083,44142810.8441083,43133045.521056816,43442502.568561114,769.5952504254918
2023-07-23,43442502.568561114,43442502.568561114,42053829.913043424,42426979.28096868,578.4516268258953
2023-07-24,42426979.28096868,42426979.28096868,40772264.79866265,41724259.21470525,528.5204389813694
2023-07-25,41724259.21470525,41755785.43816325,41363733.51163056,41487162.41292975,504.5790170111688
2023-07-26,41487162.41292975,42294384.56496646,41487162.41292975,42288613.525925465,676.3952908932772
2023-07-27,42288613.525925465,42288613.525925465,41007531.65363424,41209075.95896958,281.3814778531449
2023-07-28,41209075.95896958,41702764.932295814,41198776.339193456,41275530.945029736,899.2528255133827
2023-07-29,41275530.945029736,41275530.945029736,40707115.747890316,40999670.52930087,830.5771340973387
2023-07-30,40999670.52930087,40999670.52930087,39770651.37617229,40853979.76268563,414.60725030683045
2023-07-31,40853979.76268563,42304066.90665206,40853979.76268563,41795874.66001105,620.748367131272
2023-08-01,41795874.66001105,43033544.92060255,41603903.65845981,42371082.39114375,226.92456995501317
2023-08-02,42371082.39114375,43930738.581777416,42371082.39114375,43631535.7463215,975.1116231402382
2023-08-03,43631535.7463215,43780716.067591354,43106097.473102376,43627603.952216424,912.6034188672552
2023-08-04,43627603.952216424,43627603.952216424,42579505.77842534,43151240.59136426,929.7077558492804
2023-08-05,43151240.59136426,43151240.59136426,43068352.16668674,43087498.599824175,398.94674293310646
2023-08-06,43087498.599824175,43915583.15249441,42865295.92897883,43425732.69871085,252.22123664457015
2023-08-07,43425732.69871085,44706262.50863455,43425732.69871085,43709366.44612547,290.5949471196793
2023-08-08,43709366.44612547,43709366.44612547,42556876.90521766,42892536.23308273,181.00125194058086
2023-08-09,42892536.23308273,43496593.92272845,42710564.40685098,43098840.56652592,208.0995670912459
2023-08-10,43098840.56652592,44059379.56117203,43098840.56652592,43424864.61649391,164.17408076636087
2023-08-11,43424864.61649391,45870818.28582751,43424864.61649391,45741558.59545236,990.8407622843862
2023-08-12,45741558.59545236,47960989.84620526,45741558.59545236,47595779.226468705,166.65191503216624
2023-08-13,47595779.226468705,47595779.226468705,46663779.043493114,46926350.921355106,219.28787285627226
2023-08-14,46926350.921355106,47321326.75104889,46532451.70134972,46797412.92465886,844.5291360316628
2023-08-15,46797412.92465886,46797412.92465886,45317678.487017594,45568099.17040772,622.2161950686489
2023-08-16,45568099.17040772,45568099.17040772,44659340.847145826,45166455.55206007,796.9754841123992
2023-08-17,45166455.55206007,45837203.94635659,45047240.93006726,45587050.10604966,667.8208069953895
2023-08-18,45587050.10604966,46911111.078785636,45587050.10604966,46823237.445087664,893.9575632960532
2023-08-19,46823237.445087664,46823237.445087664,46129602.584101856,46280945.844382025,674.6207749882665
2023-08-20,46280945.844382025,46280945.844382025,45451208.21400725,45814298.362573706,569.9125836128358
2023-08-21,45814298.362573706,45814298.362573706,43972517.09960059,43984210.452078864,741.4747243851698
2023-08-22,43984210.452078864,44327934.74593282,43722185.80039563,43973068.44178253,502.65347661289854
2023-08-23,43973068.44178253,43973068.44178253,42903758.355827026,43170635.21418314,411.4574406142612
2023-08-24,43170635.21418314,43805820.1624642,42178150.044726685,42843022.39208914,520.8872072051912
2023-08-25,42843022.39208914,42843022.39208914,41681060.22600473,42220204.140189834,252.7426945887046
2023-08-26,42220204.140189834,42769288.027888656,41844050.522916555,42267269.066944025,816.9145568224222
2023-08-27,42267269.066944025,42267269.066944025,40219458.76430477,40908183.2968633,334.63340320235017
2023-08-28,40908183.2968633,40908183.2968633,39619133.47175124,39830624.73068896,238.17839170334273
2023-08-29,39830624.73068896,41687545.79854856,39830624.73068896,41646301.45844307,321.7170176049041
2023-08-30,41646301.45844307,41646301.45844307,40671242.766829915,40698912.58433548,857.8631365950158
2023-08-31,40698912.58433548,40698912.58433548,39763685.681435876,39928249.71446278,397.18116603795823
2023-09-01,39928249.71446278,41729269.87692056,39928249.71446278,41514929.30485993,717.4448825553102
2023-09-02,41514929.30485993,44215294.21216677,41514929.30485993,44051547.25591221,870.7686675901654
2023-09-03,44051547.25591221,44051547.25591221,42478617.945811994,43151515.44341695,169.9702002325379
2023-09-04,43151515.44341695,43151515.44341695,42547577.66066085,42963159.97882998,788.5219646602386
2023-09-05,42963159.97882998,43515373.168866225,42727466.95644923,43385535.57430076,376.89891974112703
2023-09-06,43385535.57430076,45472641.58392186,43385535.57430076,45015701.64399503,294.9601277656384
2023-09-07,45015701.64399503,45169093.17881983,44128608.37502781,44262267.472771205,720.0113072076749
2023-09-08,44262267.472771205,44966573.52845191,43857460.29323291,44177923.20274482,918.8169604599104
2023-09-09,44177923.20274482,45508471.176084526,44177923.20274482,44997280.16711032,365.51728784115585
2023-09-10,44997280.16711032,45942741.503966786,44997280.16711032,45523537.82481023,611.9504248458871
2023-09-11,45523537.82481023,45705103.823683515,45300164.70889658,45317629.33555114,360.8507024645424
2023-09-12,45317629.33555114,45622248.74154661,44543669.11322187,45332291.43350734,598.8570271537851
2023-09-13,45332291.43350734,45332291.43350734,44008493.14241955,44221744.758293144,659.6758275889065
2023-09-14,44221744.758293144,44695410.068847485,43702616.181866795,44143760.82228452,649.3018499111619
2023-09-15,44143760.82228452,44320829.029866345,43998103.34559299,44041005.19185129,661.1917326784713
2023-09-16,44041005.19185129,44706028.87949096,44024480.70794025,44377628.11371527,221.57181299577167
2023-09-17,44377628.11371527,44377628.11371527,43821049.58598799,44017878.902092926,724.1864226280476
2023-09-18,44017878.902092926,44716928.92904385,44017878.902092926,44565055.05046047,707.275320742201
2023-09-19,44565055.05046047,46414736.316120714,44565055.05046047,45601384.93904411,714.3293099951949
2023-09-20,45601384.93904411,45918310.25017689,45496362.401890256,45879944.945897765,166.6634974648357
2023-09-21,45879944.945897765,46598097.40795426,45879944.945897765,46340356.0737699,502.15495817273734
2023-09-22,46340356.0737699,47124134.51269812,46226089.86542865,46528641.89667087,468.13161884115675
2023-09-23,46528641.89667087,47453181.68852559,46391304.432868846,46668306.356279455,178.04033527887924
2023-09-24,46668306.356279455,46932502.568926804,45425756.90349489,46134833.44808405,300.13113510712964
2023-09-25,46134833.44808405,47198190.83950513,45890374.88530128,46565266.14941974,496.8663686182331
2023-09-26,46565266.14941974,46733324.517781526,46439580.35930363,46614358.420910075,768.6156788722741
2023-09-27,46614358.420910075,49363465.99966179,46614358.420910075,48705635.45192842,313.3558692861969
2023-09-28,48705635.45192842,50390450.284612335,48705635.45192842,50384377.36461347,846.7749191124203
2023-09-29,50384377.36461347,51027616.444299355,50384377.36461347,50924343.26288415,591.2184571655171
2023-09-30,50924343.26288415,50924343.26288415,49998278.85884986,50299952.547158495,784.3795166661557
2023-10-01,50299952.547158495,50299952.547158495,48532558.20116725,49331767.51972635,525.3003850031714
2023-10-02,49331767.51972635,50685575.051108174,49331767.51972635,50654986.56717633,549.2748028800011
2023-10-03,50654986.56717633,51738448.07075218,50654986.56717633,51073142.696285136,657.7474504416762
2023-10-04,51073142.696285136,51513341.48092054,50872423.45849861,51486981.63336271,935.1735473492417
2023-10-05,51486981.63336271,51486981.63336271,48536368.286875844,49613281.82752942,542.631323271619
2023-10-06,49613281.82752942,51366160.91634797,49442828.64896469,50459127.24005297,575.7917842974618
2023-10-07,50459127.24005297,51296667.84577701,50437411.08177034,50842031.62252142,641.7972671747766
2023-10-08,50842031.62252142,50842031.62252142,49606623.031239815,49636637.53565527,763.7636235679532
2023-10-09,49636637.53565527,49636637.53565527,48971130.14204501,49094084.460222535,164.66530193761088
2023-10-10,49094084.460222535,49301170.01450437,48625742.61935869,49279382.427618064,564.1186946697749
2023-10-11,49279382.427618064,49357123.676920995,49245729.71301951,49257173.98239564,533.4324302854391
2023-10-12,49257173.98239564,49424715.41503265,47915832.58685324,48895457.68278668,929.5164858138133
2023-10-13,48895457.68278668,48895457.68278668,48319354.79709681,48720912.37162482,544.155922392707
2023-10-14,48720912.37162482,48763428.36165437,48320157.77730044,48402299.6478024,521.4884812248979
2023-10-15,48402299.6478024,49083503.988446966,48264541.87807751,48477383.7268468,965.9799896812318
2023-10-16,48477383.7268468,50086097.99973249,48477383.7268468,49831349.27177182,505.5188172407934
2023-10-17,49831349.27177182,49831349.27177182,46193649.563110985,47198601.18323639,262.7959872898813
2023-10-18,47198601.18323639,47742264.53806575,46783379.01973518,46904223.2579668,295.2245105252095
2023-10-19,46904223.2579668,47057111.58892736,46602078.06855991,46999450.483477004,185.6687845032767
2023-10-20,46999450.483477004,47677224.974436656,46463376.915200256,47207182.404985905,100.51131633305
2023-10-21,47207182.404985905,47280791.11316193,46475785.421895936,46785230.84178826,488.7510949004337
2023-10-22,46785230.84178826,46785230.84178826,44549596.18424476,45071280.31316442,792.3183231683993
2023-10-23,45071280.31316442,45316964.34515413,44862039.230251245,45299336.92045329,760.1197985198522
2023-10-24,45299336.92045329,47191794.622875236,45299336.92045329,46796344.301693425,128.93417902256516
2023-10-25,46796344.301693425,46796344.301693425,44346530.08868263,45290567.65693019,612.9846132346296
